_id,barcode,category,categoryCode,cpg,name,topBrand,brandCode
{'$oid': '5f493dacbe37ce64d0ae36bf'},511111016069,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598635436505,,TEST BRANDCODE @1598635436505
{'$oid': '5f38578fbe37ce5178517ad6'},511111315445,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f38578fbe37ce5178517ad3'}}",test brand @1597527951436,,TEST BRANDCODE @1597527951436
{'$oid': '5332fa7be4b03c9a25efd22c'},511111502937,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Fresca,,
{'$oid': '5d6412e9a3a018514994f426'},511111304982,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Better Homes & Gardens Magazine,,BETTER HOMES & GARDENS
{'$oid': '5332f7b4e4b03c9a25efd140'},511111303459,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Bud Light Platinum,,
{'$oid': '5fb821d1be37ce522e165cde'},511111017738,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Bimbo,False,BIMBO
{'$oid': '5457a0cde4b05a46170caebc'},511111402756,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Fetch Rewards,,
{'$oid': '5332f7f5e4b03c9a25efd163'},511111403357,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Leinenkugel's,False,LEINENKUGEL'S
{'$oid': '5f590184be37ce21f1287c12'},511111016571,Baby,BABY,"{'$ref': 'Cogs', '$id': {'$oid': '5f58fa84be37ce21f1287c0f'}}",Nestle NAN,,NESTLE NAN
{'$oid': '5f403231be37ce5f78d9ed16'},511111815662,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f403231be37ce5f78d9ed14'}}",test brand @1598042673466,,TEST BRANDCODE @1598042673466
{'$oid': '57ebc01fe4b0ac389136a337'},511111102106,Baking,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Jet-Puffed,False,JET-PUFFED
{'$oid': '5f772952be37ce6b592e90d6'},511111616818,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1601644882548,,TEST BRANDCODE @1601644882548
{'$oid': '5f298852be37ce7958c5952d'},511111915287,Magazines,MAGAZINES,"{'$ref': 'Cogs', '$id': {'$oid': '5d66b9dcee7f2d201c7281cd'}}",Health Magazine,,HEALTH
{'$oid': '57ebc144e4b0ac389136a33f'},511111902027,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft Singles,False,
{'$oid': '5f772952be37ce6b592e90d3'},511111016786,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f772951be37ce6b592e90d1'}}",test brand @1601644882019,,TEST BRANDCODE @1601644882019
{'$oid': '5332fa7ce4b03c9a25efd22d'},511111002925,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Diet Coke Lime,,
{'$oid': '5f77274bbe37ce6b592e90bd'},511111416739,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f77274bbe37ce6b592e90b9'}}",test brand @1601644363876,,TEST BRANDCODE @1601644363876
{'$oid': '5f19e062be37ce33f74a1675'},511111315162,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e062be37ce33f74a1674'}}",test brand @1595531362667,,
{'$oid': '5d66def56d5f3b6188d4f051'},511111705444,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Rolling Stone Special Collectors Edition Magazine,,511111705444
{'$oid': '5a5d1a67e4b06ba572cf2499'},511111800439,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",MUNCHIES,,MUNCHIES
{'$oid': '5da608c91dda2c3e1416ae8d'},511111605775,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ONE A DAY® 50+,,511111605775
{'$oid': '5fcff304be37ce6d53dfc687'},511111618010,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",test brand @1607463684816,False,TEST BRANDCODE @1607463684816
{'$oid': '5f4936debe37ce52f8314fdf'},511111916000,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598633694347,,TEST BRANDCODE @1598633694347
{'$oid': '5f441280be37ce5dbe9b7c7e'},511111215776,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",test brand @1598296704638,,TEST BRANDCODE @1598296704639
{'$oid': '5daf329ca60b87376833e35a'},511111205890,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Annie's Homegrown,,ANNIE'S
{'$oid': '5f4cff1ba475f1050a66b568'},511111416388,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",test brand @1598881562991,,TEST BRANDCODE @1598881562991
{'$oid': '5f4bf556be37ce0b4491554b'},511111816331,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",test brand @1598813526656,,TEST BRANDCODE @1598813526656
{'$oid': '5db6fb28a60b87376833e367'},511111606147,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",Midol® ,,MIDOL
{'$oid': '5f3d6f43be37ce4ddbb1bb39'},511111515470,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f43be37ce4ddbb1bb38'}}",test brand @1597861699811,,
{'$oid': '5cdacf1c166eb33eb7ce0fa9'},511111604808,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Twisted Ranch,,TWISTED RANCH
{'$oid': '53501d29b9237fd7718f9e17'},511111602835,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",Jacks,,
{'$oid': '5afda00ce4b0c11cfecd49f4'},511111904458,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Emerald,False,EMERALD
{'$oid': '5f4cff1aa475f1050a66b567'},511111216377,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",test brand @1598881562499,,TEST BRANDCODE @1598881562500
{'$oid': '5332f9fde4b03c9a25efd1cf'},511111303176,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Froot Loops,,
{'$oid': '5f4a64e7be37ce17d23b317b'},511111216216,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",test brand @1598711015538,,TEST BRANDCODE @1598711015538
{'$oid': '5db77f7aa60b87376833e368'},511111306160,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Hershey's Hot Cocoa Mix,,HERSHEYS HOT COCOA
{'$oid': '592486bee410d61fcea3d135'},511111700746,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",PG TIPS,,PG TIPS
{'$oid': '58861c7f4e8d0d20bc42c4fd'},511111501268,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Quaker Puffed,False,
{'$oid': '5a5d1a8ce4b0db471c2d0420'},511111300427,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",MUNCHOS,,MUNCHOS
{'$oid': '57ebc15fe4b0ac389136a342'},511111202004,Deli,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Lunchables,False,LUNCHABLES
{'$oid': '5332f9fce4b03c9a25efd1cc'},511111603207,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Nutri-Grain,,
{'$oid': '57c08250e4b0718ff5fcb033'},511111702504,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Leffe,,
{'$oid': '5f21c99dbe37ce7958c5952a'},511111015253,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,"{'$ref': 'Cogs', '$id': {'$oid': '5f10c05cbe37ce238c6cabaf'}}",WOOLITE®,,WOOLITE
{'$oid': '5d6412d36d5f3b23d1bc7908'},511111104971,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Travel and Leisure Magazine,,511111104971
{'$oid': '5bd2011f90fa074576779a17'},511111704652,Baby,,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",Huggies,False,HUGGIES
{'$oid': '5f4a64e7be37ce17d23b3179'},511111116196,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",test brand @1598711015353,,TEST BRANDCODE @1598711015353
{'$oid': '5332fa7de4b03c9a25efd22f'},511111302902,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Sprite Zero,,
{'$oid': '5fb2852dbe37ce522e165cb3'},511111117353,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1605535021531,False,TEST BRANDCODE @1605535021531
{'$oid': '5a8c2e5ee4b0ccf165fac9e1'},511111004073,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Bisca,False,BISCA
{'$oid': '5f4cff1ca475f1050a66b56a'},511111516408,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",test brand @1598881563900,,TEST BRANDCODE @1598881563900
{'$oid': '5f7ba932be37ce2f290fb253'},511111116967,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba932be37ce2f290fb251'}}",test brand @1601939762909,,TEST BRANDCODE @1601939762909
{'$oid': '58861c7e4e8d0d20bc42c4e9'},511111901372,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Peroni Italy,False,PERONI
{'$oid': '5f4802bebe37ce0c83033741'},511111115878,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598554814581,,TEST BRANDCODE @1598554814581
{'$oid': '5332fa67e4b03c9a25efd216'},511111403074,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",Orv's,,
{'$oid': '55a41a9de4b0d0a65b3692ed'},511111002710,,,"{'$ref': 'Cpgs', '$id': {'$oid': '55a41a91e4b0d0a65b3692ec'}}",RPs,,
{'$oid': '5fcff304be37ce6d53dfc685'},511111917991,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",test brand @1607463684722,False,TEST BRANDCODE @1607463684722
{'$oid': '5db9f8c5a60b87376833e36a'},511111106203,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Fruit Gushers™,,BETTY CROCKER GUSHERS
{'$oid': '5332f789e4b03c9a25efd12c'},511111603597,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Bugles,,
{'$oid': '5f3d6f45be37ce4ddbb1bb3f'},511111515524,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1597861701615,,TEST BRANDCODE @1597861701615
{'$oid': '5332f762e4b03c9a25efd11e'},511111103707,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Glaceau vitaminwater zero,,
{'$oid': '5f16f512be37ce2b30061e1e'},511111215059,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f512be37ce2b30061e1d'}}",test brand @1595340050104,,
{'$oid': '5daf2baea60b87376833e359'},511111505877,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Lucky Charms®,False,LUCKY CHARMS
{'$oid': '57d95741e4b0ac389136a2b1'},511111802402,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Back to Nature Meals,False,BACK TO NATURE DINNERS
{'$oid': '5332f7b2e4b03c9a25efd13f'},511111503460,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Budweiser Select 55,,
{'$oid': '5f35a0babe37ce6853cff200'},511111615378,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",test brand @1597350074366,,TEST BRANDCODE @1597350074366
{'$oid': '537b7ec2892471241348d70a'},511111302780,,,"{'$ref': 'Cpgs', '$id': {'$oid': '537b7ec2892471241348d709'}}",Cedar Crest,,
{'$oid': '5fc54c0abe37ce1911dbb3b3'},511111317876,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",test brand @1606765578747,False,TEST BRANDCODE @1606765578747
{'$oid': '5d642d65a3a018514994f42d'},511111305125,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Rachael Ray Everyday,,511111305125
{'$oid': '5fb829c0be37ce522e165ce4'},511111117797,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Grandma Sycamore,False,GRANDMA SYCAMORE
{'$oid': '5dc2db051dda2c0ad7da64b0'},511111106364,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Mermaid Cereal,,MERMAID CEREAL
{'$oid': '5f35a0babe37ce6853cff1fe'},511111915355,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",test brand @1597350074236,,TEST BRANDCODE @1597350074237
{'$oid': '5332f5fde4b03c9a25efd0bc'},511111803959,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Aquafina,False,AQUAFINA
{'$oid': '5d66e20b6d5f3b6188d4f055'},511111705512,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",SoBe Drinks,, SOBE
{'$oid': '5332f9f4e4b03c9a25efd1ca'},511111103219,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Rice Krispies,,
{'$oid': '5d6594a2a3a018514994f434'},511111905240,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Kitchen and Baths,,511111905240
{'$oid': '5f5bc4f1be37ce17125ac0ec'},511111016625,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",test brand @1599849713825,,TEST BRANDCODE @1599849713825
{'$oid': '55b630d3e4b0d8e685c1421e'},511111802631,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",Sunkist,,
{'$oid': '5ab154eae4b0915382df7620'},511111004400,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Campbell's Dinner Sauces,False,CAMPBELLS DINNER SAUCES 
{'$oid': '55b630ece4b0d8e685c14221'},511111602606,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",Squirt,,
{'$oid': '5cdad1daca6a4c76f3f8c515'},511111304821,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Wild Style Sauce,,WILD STYLE
{'$oid': '592486bee410d61fcea3d128'},511111300861,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",DOVE,False,DOVE BODY
{'$oid': '5f7ba645be37ce23081c528a'},511111916888,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",test brand @1601939012949,,TEST BRANDCODE @1601939012950
{'$oid': '5f358338be37ce443bf9d559'},511111015307,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f358338be37ce443bf9d557'}}",test brand @1597342520238,,TEST BRANDCODE @1597342520238
{'$oid': '5f494cf904db711dd8fe87f0'},511111616184,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f494cf904db711dd8fe87ef'}}",test brand @1598639353768,,
{'$oid': '57d96124e4b0ac389136a2b9'},511111602323,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Smart Ones,False,WEIGHT WATCHERS SMART ONES
{'$oid': '5da60696a60b87376833e34c'},511111805625,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALEVE® LIQUID GELS,,ALEVE LIQUID GELS
{'$oid': '5332f603e4b03c9a25efd0bf'},511111603924,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Lipton,,
{'$oid': '591325cde4b0cddf4ebb6a69'},511111200963,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",SANTITAS Tortilla Chips,,SANTITAS
{'$oid': '5d4880ca6d5f3b105d1bc8dc'},511111204879,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Fruit Love Spoonable Smoothies,,FRUIT LOVE
{'$oid': '585a9744e4b03e62d1ce0e98'},511111301462,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Tropicana,False,TROPICANA
{'$oid': '585a96fbe4b03e62d1ce0e8e'},511111001553,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Sabra,,
{'$oid': '5daf68751dda2c3e1416ae9c'},511111106081,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Raisin Nut Bran,,RAISIN NUT BRAN
{'$oid': '5da607daa60b87376833e350'},511111405696,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Bayer® ASPRIN EXTRA STRENGTH ,,511111405696
{'$oid': '5332f9f1e4b03c9a25efd1c5'},511111503255,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Corn Flakes,,
{'$oid': '5887a28ae4b02187f85cdad6'},511111901143,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Velveeta,False,VELVEETA
{'$oid': '592486bee410d61fcea3d12b'},511111400837,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",GOOD HUMOR,False,GOOD HUMOR
{'$oid': '5aa1b53ae4b086c8aad5e097'},511111804277,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",JUST CRACK AN EGG Scramble Kit,False,JUST CRACK AN EGG
{'$oid': '5fa98944be37ce239d107101'},511111917274,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fa98944be37ce239d1070ff'}}",test brand @1604946244789,False,TEST BRANDCODE @1604946244789
{'$oid': '5d6417f56d5f3b23d1bc790d'},511111305071,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",MARTHA STEWART LIVING MAGAZINE,False,511111305071
{'$oid': '592486bee410d61fcea3d129'},511111100850,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",DOVE MEN+CARE,False,
{'$oid': '588ba0f5e4b02187f85cdade'},511111701064,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Cracker Barrel Macaroni & Cheese Dinners,False,
{'$oid': '5f4bf556be37ce0b4491554a'},511111316329,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",test brand @1598813526618,,TEST BRANDCODE @1598813526618
{'$oid': '5f7760ffbe37ce1d26d7b7a9'},511111716877,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760ffbe37ce1d26d7b7a8'}}",test brand @1601659135935,,
{'$oid': '5332f5fbe4b03c9a25efd0b9'},511111503972,Beverages,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Pepsi,False,PEPSI
{'$oid': '5daf2e2a1dda2c3e1416ae92'},511111705888,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Mott's® Fruit Snacks,,MOTT'S
{'$oid': '5332f9fde4b03c9a25efd1ce'},511111503187,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Corn Pops,,
{'$oid': '5a8f6461e4b02d0314ffa208'},511111604242,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Riberhus,False,RIBERHUS
{'$oid': '58861d07e4b02187f85cdacd'},511111601234,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Hershey's Pudding,False,HERSHEY'S PUDDING
{'$oid': '5f504ac2be37ce0b793c9412'},511111716433,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",test brand @1599097538394,,TEST BRANDCODE @1599097538395
{'$oid': '5332f7aae4b03c9a25efd139'},511111003526,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Busch,,
{'$oid': '53501d29b9237fd7718f9e16'},511111802846,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",Digiorno,,
{'$oid': '5fd29590be37ce38bbbefb27'},511111218067,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29590be37ce38bbbefb25'}}",test brand @1607636368260,False,TEST BRANDCODE @1607636368260
{'$oid': '5c49d4c5315a247b580d50fb'},511111604754,Baby,,"{'$ref': 'Cogs', '$id': {'$oid': '59b96571e4b0bf7c7980588b'}}",GO & GROW,,GO & GROW
{'$oid': '5f208dafbe37ce7958c59524'},511111115205,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f208daebe37ce7958c59520'}}",test brand @1595968943087,,TEST BRANDCODE @1595968943087
{'$oid': '592486bde410d61fcea3d126'},511111000884,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",COUNTRY CROCK,,COUNTRY CROCK
{'$oid': '585a971ae4b03e62d1ce0e93'},511111601517,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Stacy's,,STACY'S
{'$oid': '5332f7a9e4b03c9a25efd137'},511111703549,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Budweiser Select,,
{'$oid': '5a5d1e5fe4b06ba572cf249d'},511111100348,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",MR. YOSHIDA'S,False,MR. YOSHIDA'S
{'$oid': '5332f77de4b03c9a25efd12b'},511111203605,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Bisquick,,
{'$oid': '57dd5a50e4b0ac389136a2d9'},511111902300,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Austin,,
{'$oid': '5fa1c568be37ce402c4618f4'},511111517238,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1604437352151,False,TEST BRANDCODE @1604437352151
{'$oid': '5f4a7a60be37ce2d95e65cad'},511111616306,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a60be37ce2d95e65cac'}}",test brand @1598716512038,,
{'$oid': '5f19e054be37ce33f74a1671'},511111415138,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e054be37ce33f74a166e'}}",test brand @1595531348410,,TEST BRANDCODE @1595531348410
{'$oid': '5fd29591be37ce38bbbefb2c'},511111018100,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29591be37ce38bbbefb2b'}}",test brand @1607636369580,False,
{'$oid': '5332fa7ae4b03c9a25efd228'},511111902973,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Barq's,,
{'$oid': '5f441281be37ce5dbe9b7c82'},511111015819,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598296705444,,TEST BRANDCODE @1598296705444
{'$oid': '57ebc158e4b0ac389136a341'},511111702016,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Lea & Perrins,False,LEA & PERRINS
{'$oid': '5332fa73e4b03c9a25efd21d'},511111203049,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Caffeine-free Diet Coke,,
{'$oid': '57ebc009e4b0ac389136a334'},511111302131,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Heinz,False,HEINZ
{'$oid': '5fb6b695be37ce522e165cba'},511111017387,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Sara Lee,False,SARA LEE 
{'$oid': '5f872b7fbe37ce66db5dd977'},511111017011,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f872b7fbe37ce66db5dd975'}}",test brand @1602694015481,,TEST BRANDCODE @1602694015481
{'$oid': '5a5d1e8fe4b06ba572cf249e'},511111400325,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",OVEN FRY,False,OVEN FRY
{'$oid': '5d658fde6d5f3b23d1bc7913'},511111505204,,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",BETTY CROCKER SPECIAL EDITION MAGAZINE,,
